751,713,701,690,664,685,739,689,648,647,657,688,649,695,728,730,795,826,770,796,828,813,805,777,762,787,775,723,672,641,698,777,809,592,540,806,806,830,787,540,780,806,808,547,526,767,782,756,550,547,520,583,804,831,571,785,752,685,649,656,748,791,547,565,533,818,610,569,844,557,574,803,814,835,577,577,818,822,815,576,805,814,569,868,598,535,817,585,628,649,630,555,587,854,607,559,586,768,786,542,642,606,608,586,551,812,564,592,852,611,560,803,585,605,614,564,786,543,847,589,595,642,642,583,582,605,588,822,542,790,827,844,561,596,839,516,611,644,600,621,620,560,597,636,602,551,844,583,572,597,621,609,539,776,843,851,896,690,622,647,647,589,575,822,856,792,843,923,618,596,575,792,694,694
713,701,690,664,685,739,689,648,647,657,688,649,695,728,730,795,826,824,786,828,841,805,777,762,787,775,723,672,641,698,777,797,832,540,564,802,830,816,787,528,772,816,800,528,512,782,756,788,588,546,576,536,817,839,561,752,685,649,656,748,791,798,585,533,536,840,569,586,835,599,538,827,835,837,592,542,822,827,814,541,814,831,598,847,535,558,857,628,649,630,555,584,554,860,559,618,518,786,786,600,606,608,586,551,536,842,585,573,854,560,563,833,610,565,564,537,813,559,873,595,642,642,583,582,605,588,563,819,550,807,844,845,577,604,810,540,654,600,621,620,560,597,636,602,587,587,842,626,597,621,609,539,578,843,851,896,929,622,647,647,589,599,578,856,858,799,923,940,668,617,550,694,707,707
