743,750,770,791,756,761,728,745,756,743,770,765,756,712,688,733,718,740,694,647,645,670,720,780,788,811,815,812,808,812,791,810,829,793,823,845,828,851,860,832,871,902,872,885,895,881,774,770,812,867,848,861,872,851,861,865,845,835,831,856,844,850,855,845,833,856,881,890,855,873,886,907,891,875,852,848,807,813,826,818,846,850,846,855,860,838,811,837,835,819,811,801,785,810,842,845,851,880,888,830,817,800,771,790,842,874,844,861,877,862,849,790,770,796,857,847,894,903,830,804,764,749,802,892,823,828,889,875,810,807,814,807,832,868,851,841,841,829,800,836,863,818,808,822,807,831,868,863,795,760,726,668,630,645,745,723,735,736,696,721,719,699,719,777,640,639,576,842,832,582,582,817,841,820,862,872,776,529,845,669,581,836,754,782,802,876,910,613,749,847,875,812,602,847,575,822,782,689,731,792,766,800,797,853,797,853
750,770,791,756,761,728,745,756,743,770,765,756,712,688,733,718,740,694,647,645,670,720,780,788,811,815,812,808,812,791,810,829,793,823,845,828,851,860,832,871,902,872,885,895,881,845,770,812,867,848,861,872,851,861,865,845,835,831,856,844,850,855,845,833,856,881,890,855,873,886,907,891,875,852,848,807,813,826,818,846,850,846,855,860,838,811,837,835,819,811,801,785,810,842,845,851,880,888,830,817,800,771,790,842,874,844,861,877,876,849,790,770,796,857,847,894,903,886,804,764,749,802,854,897,817,853,875,810,807,814,807,832,868,851,841,841,829,800,836,863,818,808,822,807,831,868,863,795,760,726,668,630,645,745,723,735,736,696,721,719,699,719,700,845,580,576,589,859,859,532,532,841,819,887,872,853,799,552,903,581,572,820,782,802,876,910,892,523,822,883,837,873,577,855,596,782,689,731,792,766,800,797,853,848,853,848
