724,722,698,722,687,657,652,622,598,673,655,619,615,616,697,765,732,764,767,732,748,742,728,745,761,758,774,741,702,730,768,750,782,774,776,750,783,816,792,815,792,809,764,790,801,782,759,781,808,809,788,768,774,750,720,654,606,629,798,834,805,787,787,739,755,756,754,740,772,793,793,786,832,824,751,796,798,560,782,796,540,736,750,718,761,780,774,747,746,734,725,739,760,777,796,807,791,765,770,771,788,802,784,770,790,761,745,712,658,628,656,708,778,543,752,759,767,796,793,798,820,803,785,772,774,784,785,763,747,788,539,790,780,790,801,794,790,768,769,775,758,768,788,774,766,751,713,742,742,783,835,548,746,736,741,734,742,772,781,742,775,775,773,804,778,768,671,686,670,625,624,672,691,722,548,687
722,698,722,687,657,652,622,598,673,655,619,615,616,697,765,732,764,767,732,748,742,728,745,761,758,774,741,702,730,768,750,782,818,776,750,783,816,792,815,824,809,764,790,801,782,759,781,808,809,788,768,774,750,720,654,606,629,687,834,805,787,787,786,755,756,754,740,772,793,793,786,832,824,802,796,798,811,538,796,807,511,750,763,761,780,774,747,746,734,725,739,760,777,796,807,817,768,770,771,788,802,799,793,763,790,763,712,658,628,656,708,734,791,538,779,767,757,777,785,800,825,790,782,789,789,785,763,747,788,780,554,786,790,773,795,790,768,769,775,758,768,788,777,782,751,713,742,742,783,835,812,520,736,741,734,742,772,767,763,775,775,773,804,778,768,791,686,670,625,624,672,691,722,768,671,798
