841,833,727,768,799,549,601,597,809,839,582,833,829,844,867,849,839,834,755,805,773,720,697,838,847,874,812,848,542,833,577,811,835,819,849,545,831,802,820,816,823,842,845,849,820,836,551,838,576,837,809,836,563,851,570,856,849,583,609,758,731,719,737,787,866,571,553,823,790,773,820,855,831,732,667,683,716,779,838,568,831,836,857,858,871,883,613,879,595,856,857,844,839,819,840,844,832,835,834,867,855,847,538,821,807,806,835,590,834,760
833,727,768,792,819,601,597,526,824,842,564,847,844,832,869,849,832,829,805,773,720,697,726,868,874,868,848,836,541,840,533,835,824,849,837,587,822,820,814,823,802,876,849,830,836,844,558,855,595,838,836,845,596,860,616,855,875,612,543,731,719,737,787,822,879,582,545,830,760,820,833,831,732,667,683,716,779,833,854,549,840,857,851,860,867,895,618,870,590,839,851,856,835,840,843,863,835,842,867,874,847,841,552,807,806,835,866,577,794,756
