0.91,9.548793284365162,12,0,1.0241317749023444,0
0.71,7.742639040348964,4,0,1.0310411453247053,0
129.53,8.200956028997435,4772,0,5.151257514953616,531
122.29,12.944028112959908,7129,0,3.4471321105957045,191
17.34,2.1852551984877127,20089,0,1.8327426910400397,582
96.26,9.817940741496251,209513,30,2.0389938354492214,5400
50.78,5.86841709907432,4396,44,2.074441909790039,431
64.34,7.181204308276132,42678,67,2.0056915283203125,860
126.62,12.428957055214724,10331,50,2.130146026611328,785
77.06,9.636475045956457,6201,38,2.002558708190918,406
116.73,9.191193839467097,166413,34,3.8868856430053755,8710
43.5,5.481488948814234,22299,1,2.0617389678955074,2077
40.35,5.287711803325952,5834,10,1.813774108886721,1500
31.55,4.464791124193366,8768,13,1.576452255249024,1645
148.12,12.23859138869839,101346,1,2.597708702087402,14535
97.94,8.310987407080546,19947,8,3.5814571380615225,430
53.55,5.867785801163696,189268,20,1.8722677230834956,5163
41.57,5.902817221401794,17041,16,1.9488716125488266,4458
167.59,16.306970770248704,12141,51,3.2622098922729497,170
79.84,8.468841156191992,22434,34,2.0817804336547843,3152
186.41,15.42631104196493,26209,24,4.008336067199709,2902
14.34,1.8060680864998298,5052,30,2.156925201416015,609
62.28,7.460290841139407,70358,1,1.752834320068359,13715
236.2,17.75325827157524,39327,27,5.3508138656616255,1173
46.04,4.2199816681943165,43981,24,2.7661943435668963,5361
118.33,11.313160284908456,20812,26,3.288216590881351,2231
64.41,8.015780172735644,9271,35,1.7560958862304692,1818
158.0,14.615284998057462,16073,21,2.7971792221069354,1346
83.47,13.313236677990972,13388,21,1.9543218612670894,2996
62.61,8.042905774295072,4339,40,1.9151830673217765,138
126.22,13.011298037275276,30646,40,3.279333114624021,3731
28.7,4.364288864220434,14051,40,1.7330074310302734,1478
32.58,4.195696127545041,5744,35,1.7120218276977563,597
72.96,5.592561647720739,28068,41,4.398608207702633,1117
26.46,3.7672451841621943,57246,66,2.2364044189453134,3339
19.19,3.0559757942511347,24394,78,1.5506601333618169,730
69.09,6.757959602875728,97059,75,1.8830394744873045,13627
31.1,3.4121080464310003,61660,44,1.9356536865234386,10623
86.54,10.580238159278187,5497,14,1.7458820343017578,814
134.75,12.131224285855758,5182,16,2.1969223022460933,145
36.61,4.411162252692965,39091,48,2.364249229431153,708
40.27,5.80033704466562,27845,43,1.7367839813232435,14320
36.95,3.476698124747128,4818,61,2.1062421798706072,212
145.89,12.37436067075498,11769,53,3.596863746643063,523
34.26,4.840555547706176,1816,35,1.5801000595092785,369
36.68,5.2271561306504015,28376,41,1.528301239013672,2580
166.21,14.08738398949019,6656,51,2.6234149932861333,782
51.89,5.393522368202229,15613,57,2.1437931060791016,976
22.59,3.429846803212729,113908,51,1.6921949386596669,14486
16.29,2.5082376127860067,19927,64,1.655845642089843,3187
113.71,12.343280179759669,5352,51,3.092222213745119,977
24.28,3.6540400620043045,4382,43,1.688461303710937,285
25.16,3.4542883424633084,1745,54,1.6606092453002932,201
95.21,11.881941844502682,132932,48,3.2415246963501,10404
29.96,4.782199237018947,24196,60,1.861152648925782,1027
42.58,5.617043730624628,74416,61,1.6550731658935547,5909
40.16,4.859514532562135,2373,47,1.6716384887695317,209
271.13,23.16162651631642,34430,47,4.151673316955565,3836
40.31,5.374953330844312,14034,26,1.9321775436401363,2099
130.41,13.883152000340665,2477,20,2.9268693923950213,396
46.17,6.980436031568445,7432,21,1.5802717208862285,540
26.44,3.999152978189189,15013,20,1.667776107788086,1290
33.1,5.227333743939609,19117,35,1.5842628479003904,816
44.34,6.462143846097793,1697,40,1.6876459121704117,256
178.01,16.740804830109184,31357,67,3.189125061035156,1577
123.83,11.550982715035959,10804,87,2.0674896240234393,588
144.32,16.79526120401727,15882,90,2.5888252258300795,427
97.71,12.031621332085555,36154,90,3.1590843200683585,1371
101.54,10.06761982192786,113755,69,2.540416717529298,6435
101.95,8.48374399813599,32783,69,2.51432418823242,674
182.06,12.9411513828963,26038,56,3.1843614578247097,2571
35.15,4.414886268008089,23255,53,2.863140106201174,2392
127.44,9.153659955610783,19072,54,3.6545848846435534,2810
119.21,9.088414006571774,6961,43,2.482352256774905,349
176.02,12.135376808896426,8713,53,4.008550643920901,319
92.54,10.18972218857703,25059,60,1.8767309188842785,859
85.11,9.679510508597943,6404,50,1.9515752792358385,2048
46.7,6.088895263178482,16870,43,1.7684125900268566,2128
104.59,6.418848424592801,48468,35,3.0870294570922843,3933
53.83,4.764939674783794,36957,10,2.030153274536133,9450
82.28,9.835164178390848,33245,10,2.018995285034179,5171
44.31,6.6036751665449565,97714,35,1.7535209655761712,1167
13.96,2.4280794517688804,47687,41,1.4978313446044924,3025
155.39,11.916593812788538,157520,57,3.7085294723510795,12650
124.61,8.87472402250552,12882,67,4.564046859741207,362
452.17,16.37798640993321,32806,43,8.882188796997077,5898
186.24,11.633310846263399,11831,30,6.151571273803715,966
220.44,11.048128824670346,19774,24,5.602040290832521,1680
238.63,14.078632196250101,8359,13,10.050816535949718,1408
245.31,13.879317661037089,121913,26,5.546250343322761,2994
98.4,9.372767538219746,11256,30,2.500247955322263,416
42.39,4.379403682046408,1411,35,1.9359540939331084,144
116.91,13.997844827586206,5854,21,1.8100404739379872,1785
127.21,12.829020351358439,75281,7,3.3256387710571262,5877
126.78,13.027796331500795,36964,10,3.069005012512205,2270
127.39,12.099654268454847,7814,27,3.7513160705566455,267
68.97,8.14381863266029,30714,50,1.875443458557129,1735
39.46,5.055798280567336,2370,54,1.5525484085083008,1012
67.85,7.465067664209483,21910,50,2.4099540710449245,1048
45.79,6.140868492342354,2251,40,1.8872880935668948,126
44.22,5.704481539771408,80975,51,1.7232656478881831,3936
48.48,5.768132495716733,7401,51,1.4262485504150388,448
126.33,12.448022387324361,20968,48,2.511577606201174,4374
75.67,4.907167824231695,27316,53,3.1696414947509775,1429
59.15,2.938590172241625,98082,41,3.2883453369140594,6045
27.69,2.490242279259672,11985,43,1.9992971420288073,550
41.34,4.72575961956149,9095,66,1.8492650985717767,161
81.29,6.264594138454544,7245,66,2.9991817474365234,2021
88.57,7.437731983003308,3674,54,2.789411544799805,767
37.65,4.069082538069969,7828,47,1.845703124999999,2430
49.92,7.591240875912408,14037,27,1.4871883392333978,1110
20.0,1.424207250639113,33687,37,2.4681043624877934,2906
72.43,7.766376084322493,15558,43,1.765322685241702,1079
29.42,3.7564320279881,2913,48,1.693096160888672,568
58.72,6.197034457284576,28982,50,1.924624443054199,6599
38.13,5.581334074974019,13457,24,1.7292308807373065,1894
54.06,7.689025430960915,19731,10,1.5584278106689446,12869
33.53,5.522614224066937,64165,20,1.4963722229003893,3376
128.39,12.212498810995909,91261,30,3.2551717758178698,3202
40.96,6.142495088703267,16297,43,1.6194963455200193,1056
7.27,0.9056481550688891,4376,61,1.6791915893554692,2508
114.89,11.099732385249306,282821,54,2.9974222183227535,23670
47.83,3.985102731165953,137368,60,2.0217418670654292,1702
49.45,6.644540592835452,16877,81,1.5749931335449205,389
88.24,9.384239072636392,1985,70,2.2120285034179705,713
107.43,8.564253826530614,34461,80,3.01857948303223,2279
24.21,1.6472189147814256,13917,77,2.606935501098632,4630
128.63,8.676384289019445,7560,63,3.0509376525878906,1370
67.06,6.150995661465929,43713,80,2.129158973693848,3761
94.36,8.152403991533111,20753,70,2.690062522888186,2994
57.19,5.015302856240847,37942,66,2.143235206604007,1275
204.02,9.753229245346159,8259,66,3.9511728286743177,1210
137.59,10.31138756698018,6008,75,2.9506444931030273,377
144.41,6.385387142560256,55430,80,6.011538505554198,9294
994.59,17.81965879650698,54707,80,16.496615409851096,2142
813.32,12.14599324990293,162226,80,15.670065879821776,1740
611.37,11.312679371388288,218466,80,17.2293519973755,12255
595.81,11.41527490655074,9669,80,10.837926864624022,1661
281.21,7.631311143977529,290172,80,8.51908206939697,4814
276.15,7.431537815668797,28903,80,8.222408294677729,1490
108.45,3.028086232748006,340374,80,9.927306175231932,5277
394.68,10.068418716422025,29415,80,7.615370750427247,2568
235.99,18.156149502223453,103950,90,2.9315900802612327,1228
100.24,10.78139284753966,16653,87,3.97975444793701,609
231.77,14.468172766600288,68250,88,5.6759405136108425,1131
76.11,11.041155905009212,38447,93,1.4576196670532224,1371
142.48,11.361226068304507,63126,81,3.6557006835937487,2368
148.27,11.72437788127753,32921,83,3.213844299316407,3020
112.29,6.848496307093674,31516,75,3.7465095520019536,2822
160.73,12.558601075134392,18171,69,3.539013862609863,1688
123.34,10.240188630684036,20128,67,4.233684539794926,1422
237.08,23.325232927657147,21156,57,3.2717370986938445,3615
116.02,14.426938907472115,67415,56,1.7047691345214842,4317
230.9,19.897967977111737,5259,61,2.6799345016479483,504
62.19,9.730871538100454,19052,63,1.6846847534179679,511
83.82,10.351854367613095,7200,64,1.853642463684083,1373
131.78,12.602928378106979,14214,74,2.2382497787475564,72
145.83,14.954162308496894,7600,80,4.324064254760742,148
148.76,9.630473625605303,11267,87,3.055443763732911,217
128.08,11.51912509330959,10893,93,2.8898334503173806,800
75.35,3.900426536359119,128913,88,3.7400722503662083,2651
175.36,12.19624153231976,21643,84,3.131403923034667,982
143.91,9.490490384869027,42091,75,3.302936553955075,1254
165.49,15.765606988730005,2592,80,4.228405952453613,112
98.33,10.419735294429314,13403,70,2.046933174133303,1080
152.23,15.159632735167,28913,80,3.561801910400391,235
12.49,1.8861086362332191,3597,74,1.4554738998413086,602
64.39,9.970424737926015,15415,61,1.6042613983154317,3624
71.43,8.815579991854568,58606,69,1.8749713897705078,1587
204.46,13.980935709303758,6414,56,3.2958126068115248,430
165.71,13.421726171191606,31381,66,3.2584333419799805,1493
154.09,9.543894855500639,30115,81,4.54387664794922,2601
151.09,9.555159242113783,85116,84,3.839936256408691,2276
133.72,12.518372199702299,13378,91,3.387651443481445,527
146.38,13.439221446933528,27428,96,2.4949264526367196,556
90.31,3.794697256187235,40246,96,6.944432258605957,716
